masv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
A7BA56E0XPvAibaEXe9FRFgWLD9nodf/PJEC+zvG,THPT,24.5,32,25,THPT ?Ùng H‡
6953DF6BXPvAibaEXe8XU1E8XgQL2JzsZAS/iqve,THPT,23.75,45,13,THPT Tr??ng Chinh
D1EAE9AFXPvAibaEXe8XU1E8XgQL2GT9yiqYjUgs,THPT,24.5,53,19,THPT Ch? G?o
EE2F83F4XPvAibaEXe8XU1E8XgQL2A7dywO0E1Ee,THPT,26.75,53,19,THPT Ch? G?o
1771FAA3XPvAibaEXe8XU1E8XgQL2DMzV7u92aH5,THPT,25.75,40,8,THPT Nguy?n B?nh KhiÍm
3D94AABBXPvAibaEXe8XU1E8XgQL2L9f6WwoB2ic,THPT,23.5,41,16,THPT Nguy?n V?n Tr?i
C2C6F7BBXPvAibaEXe8XU1E8XgQL2JL1VO7878AZ,THPT,25.5,50,37,THPT Thanh BÏnh 1
F731CB9DXPvAibaEXe8XU1E8XgQL2LgKqutu93os,THPT,22.75,42,79,THPT Hu?nh Th˙c Kh·ng - L‚m H‡
A1E291C1XPvAibaEXe8XU1E8XgQL2CD2romV//Qd,THPT,22.5,56,2,THPT Nguy?n ?Ïnh Chi?u
319AB5D6XPvAibaEXe/X5uT1FaYTT3Hox4+LgX0V,THPT,27.25,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
15D699A1XPvAibaEXe/X5uT1FaYTT/OqOQ2vqYPY,THPT,24.75,49,6,THPT Nguy?n H?u Th?
DFACC560XPvAibaEXe/X5uT1FaYTTxgnK1+XAhjh,THPT,25,58,9,THPT D??ng Quang ?Ùng
87890AAFXPvAibaEXe/X5uT1FaYTT6t9uoWJqBtF,THPT,22,2,60,THPT Tr?n Ph˙
D4D77B2BXPvAibaEXe/X5uT1FaYTT4cr2B+OQ5RP,THPT,25,22,11,THPT ChuyÍn H?ng YÍn
18D2A5CFXPvAibaEXe/X5uT1FaYTT+ZvVujp4FyR,THPT,26,37,32,THPT S? 2 Ph˘ M?
DA7B73D9XPvAibaEXe/X5uT1FaYTTx7C+fsqYKde,THPT,27.5,29,29,THPT Qu?nh L?u 1
53886CCBXPvAibaEXe/X5uT1FaYTT+gXayApk8b7,THPT,23.75,2,245,THCS v‡ THPT Nguy?n Khuy?n
42A1EC5FXPvAibaEXe/X5uT1FaYTT/i76nHllYrk,THPT,21.5,2,68,THPT Ph˙ Nhu?n
9B9A17C2XPvAibaEXe/X5uT1FaYTT69TcyHCZBGM,THPT,28.25,63,2,Trung h?c ph? thÙng D‚n t?c n?i tr˙ N' Trang L?ng t?nh ??k NÙng
0F964870XPvAibaEXe+XOEV1VJ5O23rPwoPtOBXN,THPT,26,48,1,THPT ChuyÍn L??ng Th? Vinh
F1601417XPvAibaEXe+XOEV1VJ5O22o5PGDZu7CX,THPT,27.25,36,1,THPT Kon Tum
4D5FD232XPvAibaEXe+XOEV1VJ5O2wEclPqJdH7D,THPT,21.5,2,66,THPT Gia ??nh
991EE341XPvAibaEXe+XOEV1VJ5O20S2Y+57oLXq,THPT,27.25,64,27,THPT LÍ H?ng Phong
25F23BE0XPvAibaEXe+XOEV1VJ5O2zTSZ/mxR7U7,THPT,22,2,245,THCS v‡ THPT Nguy?n Khuy?n
B5249F9BXPvAibaEXe+XOEV1VJ5O249ZkCdiJbyf,THPT,26.75,63,2,Trung h?c ph? thÙng D‚n t?c n?i tr˙ N' Trang L?ng t?nh ??k NÙng
23B50A83XPvAibaEXe+XOEV1VJ5O2yoxPaIZ4RpD,THPT,25.5,59,2,THPT Ho‡ng Di?u
33BEFDADXPvAibaEXe+XOEV1VJ5O26vfBUXS7TF7,THPT,25.75,2,245,THCS v‡ THPT Nguy?n Khuy?n
3560BAA9XPvAibaEXe+XOEV1VJ5O28X8ivox4Ird,THPT,22.25,38,19,Tr??ng THPT Chu V?n An
7A1F2FCBXPvAibaEXe+XOEV1VJ5O21IUFe2koBmI,THPT,24.75,49,10,THPT C?n Giu?c
700B9E8AXPvAibaEXe+NnQrnI1K9JCO1veAny5aO,THPT,21.75,29,52,THPT YÍn Th‡nh 3
BB0BB65AXPvAibaEXe+NnQrnI1K9JCc4U90M9qNH,THPT,25.25,31,54,THPT Tr?n Ph˙
32E372CFXPvAibaEXe+NnQrnI1K9JGYmKiXJkMc1,THPT,25.5,43,42,THPT chuyÍn BÏnh Long
74374C5BXPvAibaEXe+NnQrnI1K9JMk0YwIq/NcK,THPT,21,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
7F620E6AXPvAibaEXe+NnQrnI1K9JGdO38UCJdcK,THPT,25,30,14,THPT Nguy?n Trung ThiÍn
B5800D61XPvAibaEXe+NnQrnI1K9JFpmYo6pbvxt,THPT,22.25,48,12,THPT Th?ng Nh?t
F648358EXPvAibaEXe+NnQrnI1K9JIIcX9WCeXA+,THPT,26.75,41,10,THPT TÙ V?n ?n
ED534624XPvAibaEXe+NnQrnI1K9JPjvFY/Pc6z4,THPT,25.75,48,33,THPT ?o‡n K?t
B789A6F6XPvAibaEXe+NnQrnI1K9JDDZ/Zrgz1g4,THPT,24.5,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
03E9147DXPvAibaEXe+NnQrnI1K9JMnAja73zCHH,THPT,24.75,51,40,THPT Nguy?n V?n Tho?i
17CD8D96XPvAibaEXe8d4Zyk6xKs09NSfplyT+oY,THPT,21.25,2,72,THPT Th? ??c
230C026DXPvAibaEXe8d4Zyk6xKs0xhC+gr08ndx,THPT,24.25,33,2,THPT Hai B‡ Tr?ng
EFCE2778XPvAibaEXe8d4Zyk6xKs03CAQshNObTY,THPT,27.25,32,12,THPT H?i L?ng
C125FC73XPvAibaEXe8d4Zyk6xKs00cDf5RloWyG,THPT,21.5,48,3,THPT NgÙ Quy?n
7A51B01AXPvAibaEXe8d4Zyk6xKs06tnH6+AD7SA,THPT,20.5,53,22,THPT V?nh BÏnh
8A23ED0AXPvAibaEXe8d4Zyk6xKs05gHyj6r9OFC,THPT,25.25,32,35,THPT Lao B?o
55768D67XPvAibaEXe8d4Zyk6xKs0+4cPjNp6LHS,THPT,25.5,37,27,THPT S? 2 Ph˘ C·t
C15E9180XPvAibaEXe8d4Zyk6xKs0ywJs+82B5q4,THPT,25,2,61,THPT T‚y Th?nh
9973BBE1XPvAibaEXe8d4Zyk6xKs0ylyT58MRLTF,THPT,26.25,53,12,THPT D??ng ?i?m
8979F906XPvAibaEXe8d4Zyk6xKs0+cmUBEmWt8p,THPT,25,53,2,THPT Ph?m Th‡nh Trung
E64CBEE4XPvAibaEXe+pfrKEojyOywunpcdatpyn,THPT,21.25,40,9,THPT LÍ H?ng Phong
A38DE837XPvAibaEXe+pfrKEojyOy57uJqYWwL8Q,THPT,26.75,34,25,THPT ?? ??ng Tuy?n
E54D499FXPvAibaEXe+pfrKEojyOyy8/QgQh8jkK,THPT,21.75,34,3,THPT Tr?n Cao V‚n
884B8242XPvAibaEXe+pfrKEojyOy6IKMQ4Mim2B,THPT,22.5,2,70,THPT Nguy?n H?u Hu‚n
9E441A11XPvAibaEXe+pfrKEojyOywt6EQAwgLC+,THPT,25.75,34,10,THPT chuyÍn LÍ Th·nh TÙng
D686C696XPvAibaEXe+pfrKEojyOy8pajbnBAgNH,THPT,23,41,12,THPT Nguy?n Tr„i
2A8DEA6AXPvAibaEXe+pfrKEojyOyzY/iEsIKAZu,THPT,24.5,49,11,THPT ??c HÚa
6E658CB4XPvAibaEXe+pfrKEojyOy7K7COmU1DyO,THPT,27.5,40,21,THPT Ea Sup
B04176ADXPvAibaEXe+pfrKEojyOyy/jsqKQmizY,THPT,27.5,47,2,THPT Tuy Phong
4A849FECXPvAibaEXe/Ae0QceO7lRBZsNhQo8Yrs,THPT,23.5,48,40,THPT Tam Ph??c
3B0C5DB6XPvAibaEXe/Ae0QceO7lRDQd9e7koAPZ,THPT,25.25,56,11,THPT Ca V?n Th?nh
E84DE35EXPvAibaEXe/Ae0QceO7lRKzquhPO0hVx,THPT,24.75,60,9,THPT ChuyÍn B?c LiÍu
975A7F81XPvAibaEXe/Ae0QceO7lRLwZHz5SgtuB,THPT,25.25,37,3,THPT chuyÍn LÍ Qu˝ ?Ùn
4443C8E2XPvAibaEXe/Ae0QceO7lRDgn/x2Wf2Os,THPT,25.75,48,53,THPT Tr?n BiÍn
C315FC5DXPvAibaEXe/Ae0QceO7lRF2Ul+8Th3P6,THPT,21.5,2,45,THPT Nguy?n Hi?n
945E1F43XPvAibaEXe/Ae0QceO7lRFjQrGX+fK0y,THPT,28.5,56,17,THPT LÍ Ho‡ng Chi?u
461FA254XPvAibaEXe/Ae0QceO7lRFWt/YI6iQw1,THPT,20.75,39,1,THPT Nguy?n Hu?
673CDC4DXPvAibaEXe/Ae0QceO7lRCbM7meFxWwi,THPT,23.25,2,68,THPT Ph˙ Nhu?n
21825938XPvAibaEXe8XLyAGr26H4zxXu5a+Hljk,THPT,24.25,2,245,THCS v‡ THPT Nguy?n Khuy?n
2850C99FXPvAibaEXe8XLyAGr26H4/VLzSonUuXk,THPT,21,2,269,THPT Th‡nh Nh‚n
5210A9CFXPvAibaEXe8XLyAGr26H48PxQV2OynBL,THPT,25.75,45,17,THPT chuyÍn LÍ QuÌ ?Ùn
18BE7305XPvAibaEXe8XLyAGr26H46khSqv9Y5ai,THPT,23.25,53,1,THPT C·i BË
EDECD516XPvAibaEXe8XLyAGr26H47fo2FXNAtzy,THPT,25,40,26,THPT Phan ?Ïnh Ph˘ng
B570D4B2XPvAibaEXe8XLyAGr26H4y6wn3cR4UvF,THPT,24.75,38,11,Tr??ng THPT Quang Trung
6645B745XPvAibaEXe8XLyAGr26H4wa06/AGvr4/,THPT,20.75,41,16,THPT Nguy?n V?n Tr?i
19EBB2FCXPvAibaEXe8XLyAGr26H44B/e0vrMVht,THPT,25.25,48,18,THPT D?u Gi‚y
3384E06FXPvAibaEXe/t9ok6w7D83RQ1oCyOnM45,THPT,25.75,2,67,THPT Tr?n V?n Gi‡u
2C5DF343XPvAibaEXe/t9ok6w7D83VwP2yqGEpnp,THPT,24,46,3,THPT chuyÍn Ho‡ng LÍ Kha
FDA0DA04XPvAibaEXe/t9ok6w7D83ZtoyUZdtWN7,THPT,25.25,35,13,Tr??ng THPT chuyÍn LÍ Khi?t
E4D02179XPvAibaEXe/t9ok6w7D83RaYDQ5jAvo7,THPT,21.75,53,25,THPT Tr??ng ??nh
DD6C6EFFXPvAibaEXe/t9ok6w7D83eOf7NsbJtWc,THPT,27.25,41,41,THPT NgÙ Gia T?
D99A702AXPvAibaEXe/t9ok6w7D83eHVw1ZeuQP4,THPT,25.5,53,15,THPT Nguy?n ?Ïnh Chi?u
5057A12AXPvAibaEXe/t9ok6w7D83XI/jVuy7hJL,THPT,24.75,2,82,THPT BÏnh Ch·nh
67C24B91XPvAibaEXe/t9ok6w7D83YAb0zt0CrIL,THPT,21.5,2,17,THPT H˘ng V??ng
2253D948XPvAibaEXe/t9ok6w7D83dMNOtdtMyoQ,THPT,24.5,38,39,Tr??ng THPT Tr??ng Chinh
B84DFE19XPvAibaEXe/t9ok6w7D83bDzYmL3jFJd,THPT,25.75,56,30,THPT ChuyÍn B?n Tre
EE51E37BXPvAibaEXe+9uXUaDIzyiJ6BTPmwbmav,THPT,25.75,40,16,THPT Tr?n Qu?c To?n
92272147XPvAibaEXe+9uXUaDIzyiEgtD12YVcZW,THPT,21.75,2,8,THPT Th? ThiÍm
2BDD7658XPvAibaEXe+9uXUaDIzyiJFlOsxUXEvW,THPT,21.75,2,104,THPT An Ngh?a
4D8DA77DXPvAibaEXe+9uXUaDIzyiE1B74xYZdUO,THPT,23.75,2,57,THPT Nguy?n ChÌ Thanh
A1A23E16XPvAibaEXe+9uXUaDIzyiBkfeI+j57p5,THPT,25.5,56,24,THPT NgÙ V?n C?n
06B1E339XPvAibaEXe+9uXUaDIzyiCvG6Z0IL8M6,THPT,25.25,51,40,THPT Nguy?n V?n Tho?i
AE521A0CXPvAibaEXe+9uXUaDIzyiDPHI2r5o53t,THPT,25.75,50,14,THPT Th‡nh ph? Sa ?Èc
0063DC77XPvAibaEXe+9uXUaDIzyiK3MVZBgBSU+,THPT,26,58,22,THPT C?u Ngang A
1218E0D0XPvAibaEXe+9uXUaDIzyiBcVFEgN5DY7,THPT,23,51,2,THPT ChuyÍn Tho?i Ng?c H?u
31A43CCEXPvAibaEXe+9uXUaDIzyiCbIDnHZK9MV,THPT,27.5,39,10,THPT LÍ Th‡nh Ph??ng
822FEE5AXPvAibaEXe9+3TdUbRXdLciV1n4YKP+L,THPT,23,2,95,THPT B‡ ?i?m
99908FD0XPvAibaEXe9+3TdUbRXdLT41JTu5yxw3,THPT,26,36,3,THPT chuyÍn Nguy?n T?t Th‡nh
360C98C8XPvAibaEXe9+3TdUbRXdLTQ5qbG5iCKa,THPT,26.5,55,13,THPT ChuyÍn L˝ T? Tr?ng
F98B5B14XPvAibaEXe9+3TdUbRXdLeKIcSwrVH9U,THPT,21.25,2,48,THPT Vı Tr??ng To?n
8B073054XPvAibaEXe9+3TdUbRXdLeTGAoi6tgF0,THPT,26.25,32,20,THPT Tri?u Phong
C11AFB68XPvAibaEXe9+3TdUbRXdLT38bTEBLKGf,THPT,25.75,30,18,THPT NghËn
A0C04B40XPvAibaEXe9+3TdUbRXdLWWbX9fgnXNM,THPT,24.25,28,68,THPT LÍ L?i
A8B0141DXPvAibaEXe9+3TdUbRXdLdw8cDgngIjx,THPT,25.25,41,43,THPT Nguy?n Th·i H?c
D83EFD4FXPvAibaEXe9+3TdUbRXdLYgbcoIsFK3z,THPT,25.25,39,15,THPT Phan B?i Ch‚u
911B7CCDXPvAibaEXe9Fy2hCq9OiA30aWZ5dDKZp,THPT,27,38,7,Tr??ng THPT M?c ??nh Chi
B79F3CF5XPvAibaEXe9Fy2hCq9OiA+tnm2XlCfJy,THPT,22,42,3,THPT B˘i Th? Xu‚n
53BB8D1AXPvAibaEXe9Fy2hCq9OiA55gkkbklho/,THPT,26.25,41,24,THPT Ho‡ng Hoa Th·m
2882595BXPvAibaEXe9Fy2hCq9OiAx0s+TMBlscg,THPT,24.75,48,43,THPT Nguy?n H?u C?nh
F9AB3110XPvAibaEXe9Fy2hCq9OiA5v/Y7zbJ0xU,THPT,24.75,43,29,THPT LÍ Qu˝ ?Ùn
718BB49AXPvAibaEXe9Fy2hCq9OiA3oLDVf7QfWj,THPT,23,41,15,THPT L˝ T? Tr?ng
FC4313DBXPvAibaEXe9Fy2hCq9OiA4Vxa7j+wTBT,THPT,23.25,54,3,THPT Nguy?n H˘ng S?n
3E8A2EDBXPvAibaEXe9Fy2hCq9OiA+RWQVJ8fut3,THPT,25.25,59,17,THPT ??i Ng„i
49CAEA2EXPvAibaEXe9Fy2hCq9OiA2TWWInpEgrD,THPT,21.75,32,25,THPT ?Ùng H‡
2D7C801CXPvAibaEXe9Fy2hCq9OiA3HbIsr+o7Wq,THPT,25.25,40,50,THPT Phan Chu Trinh
C38ADA96XPvAibaEXe+9tOqtJ+TlMmhuHNTB5COK,THPT,25.25,40,13,THPT Vi?t ??c
EFD1CDDCXPvAibaEXe+9tOqtJ+TlMia3dZtAJFg/,THPT,25.75,56,20,THPT Phan Thanh Gi?n
5A7D2BC9XPvAibaEXe+9tOqtJ+TlMiGBoUNlLMig,THPT,23.5,2,94,THPT Nguy?n H?u C?u
BD9692F6XPvAibaEXe+9tOqtJ+TlMmiDMAW1Q9Dv,THPT,22.5,34,38,THPT Nguy?n Th·i BÏnh
15B88849XPvAibaEXe+9tOqtJ+TlMgs05RMBFJt2,THPT,25.75,2,40,THPT Nguy?n Khuy?n
2D462CD4XPvAibaEXe+9tOqtJ+TlMsuNcrhhMXK5,THPT,21.75,48,19,THPT V?n Hi?n
591A383BXPvAibaEXe+9tOqtJ+TlMlOgd3FjH1ew,THPT,22,42,52,THPT Nguy?n Th·i BÏnh - ???c Tro?ng
C764A6CEXPvAibaEXe+9tOqtJ+TlMmG278zpkKP6,THPT,20.5,40,18,THPT Nguy?n T?t Th‡nh
3EBBF85DXPvAibaEXe+9tOqtJ+TlMoD4ns4BY00x,THPT,23.5,2,245,THCS v‡ THPT Nguy?n Khuy?n
BFCE735BXPvAibaEXe+9tOqtJ+TlMva41++QbHr/,THPT,24.5,57,15,THPT chuyÍn Nguy?n B?nh KhiÍm
A3792E8DXPvAibaEXe8Ve9qXGkppSE6sDsO4ylnG,THPT,23.25,2,41,THPT Nguy?n Du
1001C6B2XPvAibaEXe8Ve9qXGkppSGCJVw9aoj99,THPT,25.75,30,18,THPT NghËn
B5F94969XPvAibaEXe8Ve9qXGkppSAQLJGMPIMto,THPT,21.5,48,31,THPT ??nh Qu·n
AA1CA6F8XPvAibaEXe8Ve9qXGkppSL3r9uKrQh1P,THPT,21.5,2,24,THPT BÏnh Ph˙
43B82139XPvAibaEXe8Ve9qXGkppSMA58H1QyES1,THPT,24,51,2,THPT ChuyÍn Tho?i Ng?c H?u
F45F8D30XPvAibaEXe8Ve9qXGkppSFDiV6wXV1o1,THPT,23.25,53,10,THPT T‚n Hi?p
5627743BXPvAibaEXe8Ve9qXGkppSH8e5lf6LRDk,THPT,24.5,48,30,THPT ?i?u C?i
550FF48EXPvAibaEXe8Ve9qXGkppSHjhaNu3KMws,THPT,25.25,47,9,THPT HÚa ?a
952BA9BFXPvAibaEXe8Ve9qXGkppSJwsQr0Ibz69,THPT,26,2,94,THPT Nguy?n H?u C?u
BF91AB54XPvAibaEXe8Ve9qXGkppSK3VkUe67fwg,THPT,20.75,47,8,THPT T·nh Linh
0339FEA3XPvAibaEXe/67dyjFFUOJsO0SSal/unw,THPT,24,48,11,THPT Th?ng Nh?t A
E0A9B5FBXPvAibaEXe/67dyjFFUOJlqqLj2dGUK4,THPT,26,40,24,THPT ChuyÍn Nguy?n Du
5DC53044XPvAibaEXe/67dyjFFUOJsIh36vN25SR,THPT,20.75,2,70,THPT Nguy?n H?u Hu‚n
5DCEDAFAXPvAibaEXe/67dyjFFUOJk28kcNWZcqE,THPT,25.75,28,116,THPT Ba ?Ïnh
62E459E7XPvAibaEXe/67dyjFFUOJgXmAt8JMvdO,THPT,24.5,40,19,THPT Ea H'leo
EA8D044DXPvAibaEXe/67dyjFFUOJqjKETmoSjS5,THPT,26.75,40,11,THPT C? M'Gar
0A8C6948XPvAibaEXe/67dyjFFUOJlj54iDr28M5,THPT,24,51,30,THPT Nguy?n H?u C?nh
0FB8124AXPvAibaEXe/67dyjFFUOJjjVs2DOezdY,THPT,25,2,29,THPT Nam S‡i gÚn
DDD0FDB5XPvAibaEXe/67dyjFFUOJhL5JctuTHbL,THPT,25.25,53,10,THPT T‚n Hi?p
16C30CEEXPvAibaEXe8JFpQse3KV6uVIaQvDb/Gu,THPT,20.75,49,1,THPT LÍ Qu˝ ?Ùn
B43FDAD6XPvAibaEXe8JFpQse3KV6k3ttGeCXYYH,THPT,25.25,38,15,Tr??ng THPT LÍ Qu˝ ?Ùn
4C6F17CBXPvAibaEXe8JFpQse3KV6oEjOpWfiA71,THPT,22.5,32,24,THPT chuyÍn LÍ Qu˝ ?Ùn
D00D1A1FXPvAibaEXe8JFpQse3KV6uIgaIRiOZlg,THPT,24.25,2,23,THPT M?c ??nh Chi
B265C5E0XPvAibaEXe8JFpQse3KV6kK1BtBz+LKq,THPT,22,41,16,THPT Nguy?n V?n Tr?i
19974296XPvAibaEXe8JFpQse3KV6gth2jrDfeL4,THPT,26.5,55,13,THPT ChuyÍn L˝ T? Tr?ng
5288A079XPvAibaEXe8JFpQse3KV6i0O+SsL3BWw,THPT,24.25,40,17,THPT KrÙng BÙng
DF482DAEXPvAibaEXe8JFpQse3KV6npXWq9nEhvz,THPT,25.25,2,10,THPT Nguy?n Th? Minh Khai
5180A039XPvAibaEXe8JFpQse3KV6uIxvJ5n0/iZ,THPT,23,42,93,THPT ChuyÍn B?o L?c
69CC9D77XPvAibaEXe/A0C8NKWg+cCtO4VRi7hM3,THPT,25.75,52,5,THPT Nguy?n Hu?
3CB24C2AXPvAibaEXe/A0C8NKWg+cH2j4AGcP4lH,THPT,27.5,2,245,THCS v‡ THPT Nguy?n Khuy?n
547D7412XPvAibaEXe/A0C8NKWg+cCwX1LYBm9Ez,THPT,22.75,53,11,THPT V?nh Kim
DF754E2FXPvAibaEXe/A0C8NKWg+cPuiUrOjU9Ab,THPT,24.5,37,1,Qu?c H?c Quy Nh?n
5504D8B2XPvAibaEXe/A0C8NKWg+cGvKTGLsZ7Kv,THPT,25.5,49,12,THPT H?u Ngh?a
1DD40F83XPvAibaEXe/A0C8NKWg+cNjNfs5fFfXk,THPT,27.5,38,5,Tr??ng THPT ChuyÍn H˘ng V??ng
B4C9C933XPvAibaEXe/A0C8NKWg+cEic0A5aXSTx,THPT,25,44,4,THPT An M?
4746C69EXPvAibaEXe/A0C8NKWg+cNxMMOaSmLOf,THPT,23.25,47,9,THPT HÚa ?a
354681C1XPvAibaEXe/A0C8NKWg+cJVKjuqX8g7B,THPT,24.75,51,50,THPT Ch‚u Phong
4CFCCFBCXPvAibaEXe/A0C8NKWg+cGrjdpc6qVNr,THPT,25,30,32,THPT Nguy?n Th? Minh Khai
40E3DED7XPvAibaEXe8cSwcDAK/pUDQbys/Ydwoj,THPT,24.75,42,80,THCS & THPT L?c B?c - B?o L‚m
360BCE8AXPvAibaEXe8cSwcDAK/pUB9mWTBMkxtD,THPT,26.25,2,60,THPT Tr?n Ph˙
3577D0A6XPvAibaEXe8cSwcDAK/pUHjiAbCwBK7P,THPT,25,59,6,THPT DTNT Hu?nh C??ng
F74272E5XPvAibaEXe8cSwcDAK/pUAoD5XBV3YHF,THPT,21.75,2,48,THPT Vı Tr??ng To?n
B64EFF4FXPvAibaEXe8cSwcDAK/pUJFGGHVhvfd9,THPT,25.75,2,2,THPT B˘i Th? Xu‚n
0499BD34XPvAibaEXe8cSwcDAK/pUFr2X7+QevI0,THPT,23,2,59,THPT T‚n BÏnh
ED4944DBXPvAibaEXe8cSwcDAK/pUOtZsbptuRcq,THPT,27,52,8,THCS - THPT Song ng?
3E0304C3XPvAibaEXe8cSwcDAK/pUDqvhen9Qukd,THPT,26.75,48,6,THPT Nguy?n Tr„i
2E197B0CXPvAibaEXe8cSwcDAK/pUCSeCgTsw7y9,THPT,23.25,2,70,THPT Nguy?n H?u Hu‚n
4EA4F240XPvAibaEXe/t4WKrTmA45c7uHCaeKVzm,THPT,24.5,48,12,THPT Th?ng Nh?t
2B0E955FXPvAibaEXe/t4WKrTmA45W8ys/ibnqqG,THPT,22.25,35,8,Tr??ng THPT Vı NguyÍn Gi·p
A0FA65B5XPvAibaEXe/t4WKrTmA45TCT5yiApOsI,THPT,25.75,42,15,THPT ??n D??ng
C4F69298XPvAibaEXe/t4WKrTmA45Rqptc4R3kvU,THPT,25.25,48,54,THPT BÏnh S?n
19D84BF6XPvAibaEXe/t4WKrTmA45X2kNqzY58cb,THPT,23.75,2,66,THPT Gia ??nh
6A078F7FXPvAibaEXe/t4WKrTmA45dNbeTYZ+KBc,THPT,25,32,16,THPT Th? x„ Qu?ng Tr?
4C3323BAXPvAibaEXe/t4WKrTmA45Y0AGCVKJMA+,THPT,25.25,49,21,THPT Th? Khoa Th?a
C135310BXPvAibaEXe/t4WKrTmA45VAWQP3+WBPF,THPT,24.75,34,54,THPT Tr?n V?n D?
CF111718XPvAibaEXe/t4WKrTmA45Y38/eR4Lxkz,THPT,22.75,2,68,THPT Ph˙ Nhu?n
521467A8XPvAibaEXe/t4WKrTmA45f0ZSMEJmxHz,THPT,22.5,48,53,THPT Tr?n BiÍn
F13E1BA9XPvAibaEXe91kmICrkek2o/snRaC+Cll,THPT,24.75,63,4,THPT Nguy?n T?t Th‡nh
E85A8096XPvAibaEXe91kmICrkek2p33YM4EBM4q,THPT,22,48,23,THPT Long Th‡nh
31F0B8C9XPvAibaEXe91kmICrkek2m3ZgFKALQoG,THPT,23.25,37,1,Qu?c H?c Quy Nh?n
E544BE8BXPvAibaEXe91kmICrkek2ks2xIM8jFDv,THPT,25.25,48,5,THPT Tam Hi?p
3E7C48C6XPvAibaEXe91kmICrkek2vGASu4f5Vr/,THPT,21.5,2,61,THPT T‚y Th?nh
63F4D5EEXPvAibaEXe91kmICrkek2njA/inamJ2e,THPT,23.5,59,11,THPT M? H??ng
CA64881CXPvAibaEXe91kmICrkek2nCnuij6IyOE,THPT,27.75,63,2,Trung h?c ph? thÙng D‚n t?c n?i tr˙ N' Trang L?ng t?nh ??k NÙng
FB9C748BXPvAibaEXe91kmICrkek2oitGsq+vGRw,THPT,20.5,2,40,THPT Nguy?n Khuy?n
F31E7BEFXPvAibaEXe/KVW+JfXJB/icHwabmmIyv,THPT,25.5,63,1,THPT Chu V?n An
DC609E13XPvAibaEXe/KVW+JfXJB/sRYQhGj0Cfx,THPT,25.75,42,48,THPT L?c Th‡nh
CBDE1398XPvAibaEXe/KVW+JfXJB/kBCeexAdrWt,THPT,21.25,2,3,THPT Tenl?man
4803EB31XPvAibaEXe/KVW+JfXJB/sDMHJUeDdAC,THPT,25,44,26,THPT BÏnh An
8C5D825AXPvAibaEXe/KVW+JfXJB/tvWcmdxGSA9,THPT,24.75,37,43,THPT Vı Gi?
8535E154XPvAibaEXe/KVW+JfXJB/gU0bKRUGdEa,THPT,25.75,2,20,Trung h?c Th?c h‡nh ??i h?c S? ph?m
5BCEBE52XPvAibaEXe/KVW+JfXJB/rcKdFLuaO+V,THPT,26,47,5,THPT H‡m Thu?n Nam
6B9F848FXPvAibaEXe/KVW+JfXJB/kB041vqWQww,THPT,22.25,2,88,THPT Trung L?p
74FB1661XPvAibaEXe/KVW+JfXJB/gIQRRB2yGEl,THPT,26.25,32,35,THPT Lao B?o
B38858AAXPvAibaEXe+3bWVxnzRRwMzaMWgf6I3a,THPT,25.5,44,32,THPT D?u Ti?ng
E5FC3F46XPvAibaEXe+3bWVxnzRRwF/aBk9LeAFZ,THPT,24.75,2,66,THPT Gia ??nh
E113C2D7XPvAibaEXe+3bWVxnzRRwKoyPCnthIWj,THPT,22.25,45,17,THPT chuyÍn LÍ QuÌ ?Ùn
D927C6BDXPvAibaEXe+3bWVxnzRRwODgnpt4X5dt,THPT,24.25,38,44,"Tr??ng THCS, THPT Nguy?n V?n C?"
E3077DF0XPvAibaEXe+3bWVxnzRRwMAd+5PPvWNZ,THPT,25.75,48,62,THPT Vı Tr??ng To?n
94BE2CBFXPvAibaEXe+3bWVxnzRRwADoBx0JK62+,THPT,21.25,52,5,THPT Nguy?n Hu?
06D413B1XPvAibaEXe+3bWVxnzRRwNg6g5IkrIob,THPT,27.25,63,9,THPT KrÙng NÙ
F41DD86AXPvAibaEXe+3bWVxnzRRwPoFPvmQ6HDC,THPT,19,48,47,THPT B˘i Th? Xu‚n
49B81E8DXPvAibaEXe+3bWVxnzRRwLjpUzvComxK,THPT,26.5,52,13,THPT XuyÍn M?c
F0B44DA1XPvAibaEXe/5DpC15pEkHU0KE9U7ewL7,THPT,21,2,68,THPT Ph˙ Nhu?n
798320BBXPvAibaEXe/5DpC15pEkHcCzAQREY9Yw,THPT,25,48,11,THPT Th?ng Nh?t A
BED27437XPvAibaEXe/5DpC15pEkHUJeBNAg/GzV,THPT,25.25,56,5,THPT Di?p Minh Ch‚u
A19AAA06XPvAibaEXe/5DpC15pEkHeGIviyCNjEf,THPT,23.25,51,2,THPT ChuyÍn Tho?i Ng?c H?u
D219DCF4XPvAibaEXe/5DpC15pEkHdeH8PWtqIrl,THPT,25.75,40,24,THPT ChuyÍn Nguy?n Du
74DD18B4XPvAibaEXe/5DpC15pEkHeOUjnrPBZ9L,THPT,25.25,51,27,THPT Nguy?n Trung Tr?c
