masv,dien_tt,diem_tt,lop12_matinh,lop12_matruong,TEN_TRUONG
F0DA4E5BXPvAibaEXe88UewilValgCEO6Q/IE/fA,THPT,29,,,
EF415786XPvAibaEXe88UewilValgBPG08P+YNGs,THPT,26,,,
EFCCF3D6XPvAibaEXe88UewilValgDpiGumL8Enb,THPT,29,,,
A555843FXPvAibaEXe88UewilValgCdn3PFv7Eck,THPT,29,,,
6F2995F1XPvAibaEXe88UewilValgL4Zqtgm5Ap0,THPT,29,,,
D6A91BB3XPvAibaEXe88UewilValgNB25t04T45/,THPT,28,,,
D6D157E8XPvAibaEXe88UewilValgL0yb29Hy2of,THPT,28,,,
5FA96F86XPvAibaEXe88UewilValgEEPA292vKuK,THPT,30.5,,,
BE65F19DXPvAibaEXe88UewilValgJhlQjRvo2iN,THPT,26.5,,,
F5109BCEXPvAibaEXe88UewilValgHnNTg1fqZE2,THPT,26.5,,,
2842B3D8XPvAibaEXe8VdV75E6kcrtW4E4BntvYI,THPT,27,,,
9FF20F4DXPvAibaEXe8VdV75E6kcriAXt0/pdkQi,TT-Bộ,,,,
A8BD5949XPvAibaEXe8VdV75E6kcrsuWF8AM2frY,THPT,26.5,,,
F241EE3FXPvAibaEXe8VdV75E6kcriil11BUJAqX,THPT,28,,,
AC3991D9XPvAibaEXe8VdV75E6kcrit6coXKtYD5,THPT,28,,,
92FABDADXPvAibaEXe8VdV75E6kcrlmKtRsYo7nH,THPT,30.5,,,
47D6DC8BXPvAibaEXe8VdV75E6kcrmlVENOwEPKK,THPT,28,,,
9AAAA89FXPvAibaEXe8VdV75E6kcrpHzpUeOJmwD,THPT,25,,,
005116E7XPvAibaEXe8VdV75E6kcrk07Zn1wf/T8,THPT,24.5,,,
A88C0892XPvAibaEXe/iDuY0411CJrm63V1Fukct,THPT,26,,,
F7B0248AXPvAibaEXe/iDuY0411CJkGQXDu5r6Sv,THPT,27.5,,,
1151008EXPvAibaEXe/iDuY0411CJrT6oqbjaqEK,THPT,26,,,
1EF09E2BXPvAibaEXe/iDuY0411CJtPTXjrsvQRX,THPT,28.5,,,
275A4E2AXPvAibaEXe/iDuY0411CJlnz8HbavnWp,THPT,30.5,,,
5809EDABXPvAibaEXe/iDuY0411CJlTRP5+oneq9,THPT,28,,,
81258FA6XPvAibaEXe/iDuY0411CJn9swgDPebnS,THPT,26.5,,,
26B1EF2FXPvAibaEXe/iDuY0411CJqYYxhscohkR,THPT,27,,,
B4D84F02XPvAibaEXe/iDuY0411CJuX2gCM/by8U,THPT,26.5,,,
B93A72B5XPvAibaEXe/iDuY0411CJihPlsuLHP+C,THPT,28,,,
70487DCAXPvAibaEXe9sDqR+NysAHn8fxcoiFVas,THPT,30.5,,,
79D32D22XPvAibaEXe9sDqR+NysAHv+CTGpGTN9z,THPT,26.5,,,
820FED0DXPvAibaEXe9sDqR+NysAHoOSAsTiQd+6,THPT,25,,,
80201DF4XPvAibaEXe9sDqR+NysAHuopBbLG2m03,THPT,27,,,
DF9ED468XPvAibaEXe9sDqR+NysAHhSh4gH8DMHI,THPT,31,,,
755602EDXPvAibaEXe9sDqR+NysAHsVRmv4S9cRB,THPT,29.5,,,
B58FEE6BXPvAibaEXe9sDqR+NysAHiTj/3tzquZq,THPT,26,,,
520D2504XPvAibaEXe9sDqR+NysAHq+667p7CAyQ,THPT,26.5,,,
ABF559A8XPvAibaEXe9sDqR+NysAHoJydALW9646,THPT,29,,,
DBB3FD1FXPvAibaEXe9sDqR+NysAHnQU8WnbFHUr,THPT,30,,,
8906C137XPvAibaEXe/y2t7DVG8TDd6ZBeerRxNb,THPT,26,,,
3B1B73AEXPvAibaEXe/y2t7DVG8TDass+/GF6+ZL,THPT,29.5,,,
035AEF81XPvAibaEXe/y2t7DVG8TDXVGQmvbKE12,THPT,29,,,
7A5F2891XPvAibaEXe/y2t7DVG8TDSoxpx5o1/8K,THPT,27.5,,,
99A2BC56XPvAibaEXe/y2t7DVG8TDX7B5bnIFAlV,THPT,30.5,,,
C0C9C20EXPvAibaEXe/y2t7DVG8TDRg2y/nF6frs,THPT,26,,,
2A0614D5XPvAibaEXe/y2t7DVG8TDUYXt5JeYGwe,THPT,31.5,,,
905AF1F4XPvAibaEXe/y2t7DVG8TDftJbpXRARhS,THPT,29,,,
BA7995F1XPvAibaEXe/y2t7DVG8TDWwBL0zNeRnF,THPT,28.5,,,
A64E415AXPvAibaEXe+xRE5267JUoPBmJrZU32CX,THPT,28,,,
8694C38AXPvAibaEXe+xRE5267JUoMoFokB0cvtR,THPT,29.5,,,
C89C7FF0XPvAibaEXe+xRE5267JUoNbnrUW0OLcQ,THPT,29,,,
5E739EEBXPvAibaEXe+xRE5267JUoG3b4BmKhLyq,THPT,28,,,
5EB6E15CXPvAibaEXe+xRE5267JUoFgNCx1So+H1,THPT,26,,,
EC9847A0XPvAibaEXe+xRE5267JUoFjPpkePPDCJ,THPT,26.5,,,
C4CDF081XPvAibaEXe+xRE5267JUoChL3sR3eJEX,THPT,28,,,
81233B90XPvAibaEXe+xRE5267JUoLfdgZWsdAhr,THPT,30,,,
DB725175XPvAibaEXe+xRE5267JUoCvcRz9g/55W,THPT,33,,,
06D3D633XPvAibaEXe+ai34rvuG7eBcAMYeGeXqe,THPT,31,,,
66301283XPvAibaEXe+ai34rvuG7eIOICA1pEiAI,THPT,29.5,,,
C623F786XPvAibaEXe+ai34rvuG7eJM/sCTB5dlj,THPT,27,,,
CA4BA72CXPvAibaEXe+ai34rvuG7eKKTfxrCI2Qf,THPT,28.5,,,
AF0718FBXPvAibaEXe+ai34rvuG7eAJPAByVWhNo,THPT,27.5,,,
B25A330EXPvAibaEXe+ai34rvuG7eGoE3HkwTUEP,THPT,26,,,
EBE82AB1XPvAibaEXe8oOckqmsrcbTbJGnb1SYRX,THPT,28.5,,,
C29BA38CXPvAibaEXe8oOckqmsrcbVkxwsiKMa6/,THPT,25.5,,,
5F51D74DXPvAibaEXe8oOckqmsrcbbs7DuEiiIRC,THPT,29,,,
305AFBE1XPvAibaEXe8oOckqmsrcbR6OmJ5a75Al,THPT,27,,,
546D6A53XPvAibaEXe8oOckqmsrcbRpKOCFuFfpS,THPT,25.5,,,
56E899F0XPvAibaEXe8oOckqmsrcbUAMczjLj7W6,THPT,26.5,,,
F240CBEBXPvAibaEXe8oOckqmsrcbVdUPMSQ9Ifx,THPT,29.5,,,
48A22F9BXPvAibaEXe8oOckqmsrcbcSOt0BVGgjK,THPT,30,,,
6B917B37XPvAibaEXe/KMtCr6bHaurGMaIHnPyOQ,THPT,27,,,
8A09D1DFXPvAibaEXe/KMtCr6bHausp9EaTq9IQh,THPT,27,,,
D581AAA6XPvAibaEXe/KMtCr6bHauktc5mYHxOWK,THPT,31.5,,,
F6CEDDA6XPvAibaEXe/KMtCr6bHausbMTam92AGc,THPT,25.5,,,
823B6101XPvAibaEXe/KMtCr6bHaugHJjFrxnFp3,THPT,25.5,,,
81BE22AAXPvAibaEXe/KMtCr6bHauvKa00E+I+gN,THPT,29,,,
B7FE1C7EXPvAibaEXe/KMtCr6bHauh1ucbZwVKUE,THPT,25.5,,,
FCCE6A80XPvAibaEXe/KMtCr6bHaujQH3XxInneV,THPT,25.5,,,
FE134612XPvAibaEXe+PmhPN+9CWc7zR4fbMyJRH,THPT,32,,,
C54D98DEXPvAibaEXe+PmhPN+9CWc/uhHYPBpgfP,THPT,27,,,
9C49B6DCXPvAibaEXe+PmhPN+9CWc9y/2V+Vqo9E,THPT,28,,,
8A450EACXPvAibaEXe+PmhPN+9CWcwa4GT6uC7Fx,THPT,30.5,,,
D706D8ECXPvAibaEXe+PmhPN+9CWczgahZuyerO1,THPT,27.5,,,
6B474708XPvAibaEXe+PmhPN+9CWc9mgj2fmO33R,THPT,31,,,
FAFF75E9XPvAibaEXe+PmhPN+9CWc84hybaXGofC,THPT,26.5,,,
32CCFFA3XPvAibaEXe+PmhPN+9CWc7kr/u7fET/Y,THPT,27,,,
22F83BACXPvAibaEXe887JOjhk2RV/JFbdXIUSy0,THPT,26,,,
F0BCB98DXPvAibaEXe887JOjhk2RVxFu4KbOvQpb,THPT,27,,,
B7D05919XPvAibaEXe887JOjhk2RV+0WaRF2OXZd,THPT,26,,,
F4A848F0XPvAibaEXe887JOjhk2RV9+kh6VnYtYt,THPT,24.5,,,
6D44514CXPvAibaEXe887JOjhk2RV/HGI+t3SgM7,THPT,26,,,
5514F962XPvAibaEXe887JOjhk2RV+5OSunqs8PS,THPT,28.5,,,
D8170F2DXPvAibaEXe887JOjhk2RV94SG7zqAYGW,THPT,28,,,
DA5D8D30XPvAibaEXe887JOjhk2RV6yvMF2PLi4N,THPT,27.5,,,
8275AFF1XPvAibaEXe887JOjhk2RV2OdGNV6Tir2,THPT,24.5,,,
A9B74761XPvAibaEXe887JOjhk2RV5I9gN3JTonk,THPT,33,,,
C04EBE21XPvAibaEXe+Wjq/eoSKNhdgCBHK25oB1,THPT,33.5,,,
933B903CXPvAibaEXe+Wjq/eoSKNhVqg5VfeqaPH,THPT,26,,,
F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t,THPT,27.5,,,
AD4F8F98XPvAibaEXe+Wjq/eoSKNhWAfdL7IH9lt,THPT,27.5,,,
F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz,THPT,28.5,,,
7F32B28DXPvAibaEXe+Wjq/eoSKNhVK0XmSyAcBw,THPT,30.5,,,
3FF22D23XPvAibaEXe+Wjq/eoSKNhczbNnVuluTK,THPT,29,,,
68A9F6E0XPvAibaEXe+Wjq/eoSKNhSFFR3HqFJZ7,THPT,26,,,
58F109CBXPvAibaEXe+Wjq/eoSKNhbHsVF7h0LJh,THPT,25.5,,,
E2A694FBXPvAibaEXe8b4sJvH2gx3LbzAT2ZA5PU,THPT,26.5,,,
C177EF33XPvAibaEXe8b4sJvH2gx3JZTZ5+yNlkh,THPT,27.5,,,
6C25ECE4XPvAibaEXe8b4sJvH2gx3GFPW0DmhVfd,THPT,27,,,
B1F308AEXPvAibaEXe8b4sJvH2gx3DS0KVPcZiZ/,THPT,29.5,,,
58A44439XPvAibaEXe8b4sJvH2gx3N5pteZ9IkZX,THPT,27,,,
1DA64E34XPvAibaEXe8b4sJvH2gx3D/jz+uMSHg3,THPT,28.5,,,
0EB7EE23XPvAibaEXe8b4sJvH2gx3PgXL4miHOZf,THPT,25.5,,,
A3355797XPvAibaEXe+UuZ4QW1XoS4q88cMAo4Cs,THPT,25,,,
407E4C2BXPvAibaEXe+UuZ4QW1XoS/W6ppKyU1Sg,THPT,27,,,
301EDF77XPvAibaEXe+UuZ4QW1XoS56TAWeBj6HO,THPT,26,,,
C78857DAXPvAibaEXe+UuZ4QW1XoS0CuT9CeY9Z/,THPT,25,,,
A77E224EXPvAibaEXe+UuZ4QW1XoS1chJcsxDmhF,THPT,26,,,
FB31658FXPvAibaEXe+UuZ4QW1XoSw1Ns1gnsK23,THPT,25.5,,,
95F94B89XPvAibaEXe+UuZ4QW1XoS5OCloMSJfVs,THPT,27.5,,,
AE587761XPvAibaEXe+UuZ4QW1XoS3GKlXQv2/MN,THPT,27,,,
C1732776XPvAibaEXe+UuZ4QW1XoS0uZyqgzu4FR,THPT,27,,,
AC87891AXPvAibaEXe8dEe4TA8wgH17TbNIkFYk8,THPT,28,,,
4B945B9BXPvAibaEXe8dEe4TA8wgH0EI0hl/TVwM,THPT,26,,,
05E7D19EXPvAibaEXe8dEe4TA8wgH/vIXJ8D2J3d,THPT,27.5,,,
257A2AFEXPvAibaEXe8dEe4TA8wgH6MCn94ozkxV,THPT,27,,,
3B65F8B9XPvAibaEXe8dEe4TA8wgH63ts1dVdIQz,THPT,30,,,
D1D177EAXPvAibaEXe8dEe4TA8wgHwsqNRzsv5E9,THPT,27,,,
1E3B0973XPvAibaEXe8dEe4TA8wgHxwHmaQUgsiZ,THPT,26.5,,,
697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx,THPT,28.5,,,
94B67845XPvAibaEXe/tRbq0ZEBEr1P0p3nXRcc3,THPT,29.5,,,
C2ED6C14XPvAibaEXe/tRbq0ZEBEr/8hzad0hDwj,THPT,31,,,
8DFC58A2XPvAibaEXe/tRbq0ZEBEr3iF2syR+mKu,THPT,25.5,,,
F3FE962FXPvAibaEXe/tRbq0ZEBErwUxRcbNPBcd,THPT,30.5,,,
C2D5C593XPvAibaEXe/tRbq0ZEBEr8F6sfm48C9n,THPT,26.5,,,
C02B08FAXPvAibaEXe/tRbq0ZEBErwHXZkQ2Nkrg,THPT,28,,,
B1B4EE2BXPvAibaEXe/tRbq0ZEBEr0KJ4VtjD7Eu,THPT,35.5,,,
F7011626XPvAibaEXe/tRbq0ZEBEr6q6o8vZUP5N,THPT,27.5,,,
CB03C79CXPvAibaEXe8T1DiYsmlfsdAto+lWCMTt,THPT,25.5,,,
A314BFA8XPvAibaEXe8T1DiYsmlfsUbnv077jJ9h,THPT,30.5,,,
6A019AD0XPvAibaEXe8T1DiYsmlfsUfueeZhOx0R,THPT,30,,,
22530129XPvAibaEXe8T1DiYsmlfsdcZ2u7Jh669,THPT,25.5,,,
A01BC447XPvAibaEXe8T1DiYsmlfsRWlqdwOwSrT,THPT,25.5,,,
579C9282XPvAibaEXe8T1DiYsmlfsZ4rtPqBNBkc,THPT,25.5,,,
CC238CB9XPvAibaEXe8T1DiYsmlfselqpvqPIt2K,THPT,26,,,
3B79770BXPvAibaEXe8T1DiYsmlfsTrtaSBTtxta,THPT,26,,,
57A9F0AEXPvAibaEXe8T1DiYsmlfsSBkagc8gdBG,THPT,32,,,
2FC59B4AXPvAibaEXe8T1DiYsmlfsSgx5trdtf4N,THPT,25.5,,,
F5D9B77FXPvAibaEXe8YaJ+XvjGNa+7UjbToL8tz,THPT,28.5,,,
A59FF9A4XPvAibaEXe8YaJ+XvjGNazgGaiQc/wWw,THPT,27.5,,,
144093DBXPvAibaEXe8YaJ+XvjGNa64NbIYvWcSN,THPT,27,,,
9F52B271XPvAibaEXe8YaJ+XvjGNa8xGZtVnN36J,THPT,28.5,,,
1BE2F908XPvAibaEXe8YaJ+XvjGNa/nRprTdNvTa,THPT,26.5,,,
4A267BB4XPvAibaEXe8YaJ+XvjGNa12csclhJnYz,THPT,29.5,,,
67E746A7XPvAibaEXe8YaJ+XvjGNa4AHHTab7pGP,THPT,28,,,
85C8607CXPvAibaEXe8YaJ+XvjGNa1BuewnFqcxs,THPT,29,,,
E5E4FE41XPvAibaEXe+uQMKXqrwYdirU0LUrWWkQ,THPT,29,,,
1AB19C83XPvAibaEXe+uQMKXqrwYdoq4N0DvceRZ,THPT,30.5,,,
75D1DCEBXPvAibaEXe+uQMKXqrwYdsv7mcESXnKH,THPT,26,,,
B6410337XPvAibaEXe+uQMKXqrwYdpt1gQY8Ohk6,THPT,27,,,
4ECEC418XPvAibaEXe+uQMKXqrwYdnU2dRP+tfzu,THPT,31,,,
0FAF5403XPvAibaEXe+uQMKXqrwYdigmaK3Sgzs7,THPT,27,,,
DEECDA8CXPvAibaEXe+uQMKXqrwYdqBjQXtCpkQg,THPT,27.5,,,
839A1A0CXPvAibaEXe+uQMKXqrwYdgr0jNDc3VDK,THPT,29.5,,,
5EFC6D3CXPvAibaEXe+TQJLvJOj4BW6T+T6AMVPf,THPT,23.5,,,
2A4A74CBXPvAibaEXe+TQJLvJOj4Ba8qrKoJg0ub,THPT,30,,,
396D7784XPvAibaEXe+TQJLvJOj4BcG6LAOxINL3,THPT,26.5,,,
90D44D7BXPvAibaEXe+TQJLvJOj4BW/GNDycKOl8,THPT,26,,,
6125B6CBXPvAibaEXe+TQJLvJOj4BYK4fMfmJRKR,THPT,29,,,
E46FB38BXPvAibaEXe+TQJLvJOj4BZznxTAbUmST,THPT,25.5,,,
FDA9DEA1XPvAibaEXe+TQJLvJOj4Bbq7Gu36vTA9,THPT,26,,,
C7AAA098XPvAibaEXe9j81k8MH0oJ1DNkrsN8NfH,THPT,25,,,
42F11BA5XPvAibaEXe9j81k8MH0oJ8M4DsG4QDDv,THPT,25.5,,,
AC1C8EEAXPvAibaEXe9j81k8MH0oJxuwRM2LEA+T,THPT,29,,,
D78141E5XPvAibaEXe9j81k8MH0oJ4zch8KMTSfQ,THPT,25,,,
E3108194XPvAibaEXe9j81k8MH0oJyZ8Ss8p2nBg,THPT,27.5,,,
0A69D24BXPvAibaEXe9j81k8MH0oJxqAQ+z1dx73,THPT,29.5,,,
0A275EF0XPvAibaEXe9j81k8MH0oJ07F7M1SwTm7,THPT,24.5,,,
4BCDE9E4XPvAibaEXe9j81k8MH0oJzBMQzZIDTvQ,THPT,29.5,,,
7A2F5ACEXPvAibaEXe9j81k8MH0oJwQphwe8hv+I,THPT,25,,,
05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms,THPT,31.5,,,
FA789B8DXPvAibaEXe8LHfATqQ4bHgNhbbGytuv3,THPT,27.5,,,
05B6E41FXPvAibaEXe8LHfATqQ4bHrv3q9RncGj8,THPT,25.5,,,
68F82731XPvAibaEXe8LHfATqQ4bHn4100aHRyHQ,THPT,26,,,
1668B1AEXPvAibaEXe8LHfATqQ4bHvpZYxNsj+iv,THPT,25,,,
CFBD5065XPvAibaEXe8LHfATqQ4bHsB4wCGGX/If,THPT,26,,,
CA074ED7XPvAibaEXe8LHfATqQ4bHtb4bLVbgsxS,THPT,27.5,,,
0CAE9BFDXPvAibaEXe8LHfATqQ4bHq2r0FA28U0O,THPT,26.5,,,
173BD95CXPvAibaEXe8LHfATqQ4bHhVEVKzVUe+r,THPT,27.5,,,
8CCCDEE8XPvAibaEXe8LHfATqQ4bHlOGq0O9OvkZ,THPT,28.5,,,
A37F289CXPvAibaEXe8HxoLOw72ZIDi64kXSZ6Q8,THPT,29.5,,,
8B8467B4XPvAibaEXe8HxoLOw72ZICrNYU4vl38X,THPT,29,,,
4D68F109XPvAibaEXe8HxoLOw72ZIKsEn9jthDUY,THPT,28,,,
25D76E90XPvAibaEXe8HxoLOw72ZIE81PpKJNDP6,THPT,31.5,,,
EEF1F920XPvAibaEXe8HxoLOw72ZIEORICZvHd9u,THPT,27,,,
1436571AXPvAibaEXe8HxoLOw72ZIHe6w38Td9cn,THPT,25,,,
E1793C3EXPvAibaEXe8HxoLOw72ZINQyuySqA8hO,THPT,25,,,
93C0C067XPvAibaEXe8HxoLOw72ZIKijP4RArBdR,THPT,28,,,
1E832732XPvAibaEXe8HxoLOw72ZIL030v5YFYqH,THPT,28,,,
CCB61741XPvAibaEXe8HxoLOw72ZILB/1NqMSKqS,THPT,26,,,
B0A3F90EXPvAibaEXe/dMvqGUzyBHCi23Txy1u4n,THPT,25,,,
BAC0D992XPvAibaEXe/dMvqGUzyBHM+Z5FUq42cm,THPT,26.5,,,
1F7AA6AFXPvAibaEXe/dMvqGUzyBHHrG3wsXFplE,THPT,26,,,
1D30F704XPvAibaEXe/dMvqGUzyBHLUMfnjgcEUd,THPT,26.5,,,
7A877B93XPvAibaEXe/dMvqGUzyBHKb1SK3FzsOv,THPT,27.5,,,
B367C60FXPvAibaEXe/dMvqGUzyBHM5KLF2N5qsk,THPT,26,,,
BFA1F360XPvAibaEXe/dMvqGUzyBHGhn338AHn2q,THPT,26.5,,,
BB55EB80XPvAibaEXe/dMvqGUzyBHOo1RighWxrN,THPT,28,,,
BF2C8C16XPvAibaEXe/dMvqGUzyBHMDeq76jOT0A,THPT,28.5,,,
B827CB6AXPvAibaEXe/dMvqGUzyBHPKOktWi9GQz,THPT,26.5,,,
2D28BCD7XPvAibaEXe9QJDM9nE85iI3DOet6BMWl,THPT,31.5,,,
EFFF1E9EXPvAibaEXe9QJDM9nE85iKiZez+gxzZL,THPT,24,,,
1083ACF2XPvAibaEXe9QJDM9nE85iJVThCVUBV9Y,THPT,25.5,,,
F5601ABFXPvAibaEXe9QJDM9nE85iGedWeN6vLQA,THPT,28.5,,,
5207F3BBXPvAibaEXe9QJDM9nE85iAv4XJzC1oYs,THPT,26.5,,,
60D7B6F9XPvAibaEXe9QJDM9nE85iE1U8QnIFIAy,THPT,25,,,
EC316FF0XPvAibaEXe9QJDM9nE85iKT1pf3phr8M,THPT,29.5,,,
FF1F91C6XPvAibaEXe9QJDM9nE85iG8enJ2bG8BP,THPT,25.5,,,
158AD701XPvAibaEXe9afbyrOJH5CBOTQmYnFjFX,THPT,26,,,
A6CA7254XPvAibaEXe9afbyrOJH5CGAiTpO4GPtP,THPT,28.5,,,
4272DD7BXPvAibaEXe9afbyrOJH5CA7xPZrhGhkE,THPT,24.5,,,
1AF8A66FXPvAibaEXe9afbyrOJH5CKZO/rCz8Mbl,THPT,27,,,
7BCD987FXPvAibaEXe9afbyrOJH5CBVNizWcvKMe,THPT,27.5,,,
26DC49F5XPvAibaEXe9afbyrOJH5CFlMrepSjvSv,THPT,29,,,
2B0CA1B8XPvAibaEXe9afbyrOJH5CPpnSE4AQlhN,THPT,25.5,,,
5478BE78XPvAibaEXe9afbyrOJH5CIk691Y5ZINI,THPT,26,,,
71A74519XPvAibaEXe9afbyrOJH5CJKyLoWKNB+S,THPT,24.5,,,
5DE1D167XPvAibaEXe8v1/72rbobbRG+t8Nae7N4,THPT,25,,,
131ECE74XPvAibaEXe8v1/72rbobbQHBZRJ22MB1,THPT,26,,,
4A7E56E3XPvAibaEXe8v1/72rbobbYkWi49YWGw3,THPT,27,,,
F638C8D6XPvAibaEXe8v1/72rbobbfn9oqqIBWfa,THPT,26,,,
A5CFC3EAXPvAibaEXe8v1/72rbobbQBhkDh9w0n8,THPT,25.5,,,
305072BEXPvAibaEXe8v1/72rbobbQlDKr/cqaUS,THPT,25.5,,,
2D8479A3XPvAibaEXe8v1/72rbobbdOHOOZiIlda,THPT,26,,,
C7FB8BCEXPvAibaEXe9iBRrLJjO8dTdpnBoM+zoi,THPT,26,,,
9C27D55DXPvAibaEXe9iBRrLJjO8dRjd7Zs5TV2/,THPT,26,,,
1E4A5AC6XPvAibaEXe9iBRrLJjO8dZDYHhYIuFfM,THPT,28,,,
815DC6D5XPvAibaEXe9iBRrLJjO8dUXgzuC1uGLg,THPT,30.5,,,
4EDD5B5CXPvAibaEXe9iBRrLJjO8dcNMX+7JRk7V,THPT,25.5,,,
DFCB1C2AXPvAibaEXe9iBRrLJjO8dSVKhn7bco0u,THPT,29.5,,,
2C312957XPvAibaEXe9iBRrLJjO8db8uuGBKOnXN,THPT,26.5,,,
116D8D35XPvAibaEXe9iBRrLJjO8dXJcGXKHn5vw,THPT,28,,,
1A5D5F18XPvAibaEXe9iBRrLJjO8dQILBANrs/Mw,THPT,26.5,,,
FBF78CCFXPvAibaEXe/GP74oAJxkeDWQPDHBnP8R,THPT,25.5,,,
6E64155CXPvAibaEXe/GP74oAJxkeIRq/31oa9ak,THPT,29,,,
D01FB3C4XPvAibaEXe/GP74oAJxkeCzeu7IOKesj,THPT,31,,,
47FBD67DXPvAibaEXe/GP74oAJxkeM9Oi1FSfspn,THPT,25.5,,,
AD9E064BXPvAibaEXe/GP74oAJxkeAi0ENPwa1up,THPT,26,,,
D00E4BBEXPvAibaEXe/GP74oAJxkeL+4k2T6b+zA,THPT,27.5,,,
855EBAB6XPvAibaEXe/GP74oAJxkeFK3GK4jlLCA,THPT,25.5,,,
E8B314E9XPvAibaEXe/GP74oAJxkeJbsEk9Q36Ww,THPT,25,,,
54A70FAAXPvAibaEXe/GP74oAJxkeNZTWPyYVRj2,THPT,25.5,,,
39115EE5XPvAibaEXe/5SY0P9d9+eOdlmFFtHNpT,THPT,28,,,
590C5A22XPvAibaEXe/5SY0P9d9+eIFjN53F5Ry7,THPT,26.5,,,
3AEB7AB4XPvAibaEXe/5SY0P9d9+eB+bPw+UtjJt,THPT,25,,,
2B136363XPvAibaEXe/5SY0P9d9+eAXMEiuURM/0,THPT,26,,,
C6662E8FXPvAibaEXe/5SY0P9d9+ePHIqV5mYmE7,THPT,27.5,,,
EA9BD2A7XPvAibaEXe/5SY0P9d9+ePS3OI33kBrB,THPT,29,,,
1C3AD212XPvAibaEXe/5SY0P9d9+eBBhx2Cw35F1,THPT,27.5,,,
D80820A1XPvAibaEXe/5SY0P9d9+eLlBx9nL4U4E,THPT,26.5,,,
6C74DCBCXPvAibaEXe/5SY0P9d9+ePOjz5kpYB9j,THPT,25.5,,,
A92C7D7EXPvAibaEXe/9XMaU/9dsP3ZMX8Z2sU3/,THPT,28,,,
D8A433FEXPvAibaEXe/9XMaU/9dsP4HOIzNsbFZq,THPT,30,,,
431B54F6XPvAibaEXe/9XMaU/9dsPyDQ+jhIZQ1j,THPT,28.5,,,
ACAC3501XPvAibaEXe/9XMaU/9dsP2V7OUutWEGf,THPT,28.5,,,
D0E9FFC8XPvAibaEXe/9XMaU/9dsP+5xafFkD3sZ,THPT,28,,,
0AB2AC8EXPvAibaEXe/9XMaU/9dsP7xXXR4Qke5Q,THPT,26.5,,,
D036AF14XPvAibaEXe/9XMaU/9dsP7W4nlRjh3OM,THPT,26.5,,,
8D077F26XPvAibaEXe/9XMaU/9dsPw9rujlD3/zi,THPT,27,,,
B6B6C879XPvAibaEXe/9XMaU/9dsP0YXCCeOvvFr,THPT,29,,,
3BA2638AXPvAibaEXe80CLygfiFTYIF9lGijqsfM,THPT,24.5,,,
D8C09AE3XPvAibaEXe80CLygfiFTYAAKf5zXmrfn,THPT,31,,,
D18B24FAXPvAibaEXe80CLygfiFTYJS78BGflfGo,THPT,31,,,
ED218BC0XPvAibaEXe80CLygfiFTYBh7rOFupLnS,THPT,28.5,,,
51ABA153XPvAibaEXe80CLygfiFTYC0BypVMJWgH,THPT,25.5,,,
1D8411ABXPvAibaEXe80CLygfiFTYGXD+dIICDlA,THPT,26,,,
6E832832XPvAibaEXe80CLygfiFTYH07DEeZtbIp,THPT,28.5,,,
9DF18B69XPvAibaEXe80CLygfiFTYHHljkL4Y9Lt,THPT,26,,,
90EAB7D3XPvAibaEXe80CLygfiFTYEBxkX3zTLqO,THPT,27.5,,,
9D14729AXPvAibaEXe8WdGcsQTF3yLZ3B0b1W9X0,THPT,26.5,,,
C61628C0XPvAibaEXe8WdGcsQTF3yDxTfC1zIue0,THPT,28.5,,,
9884C11CXPvAibaEXe8WdGcsQTF3yMswo+0Ve8NQ,THPT,25.5,,,
812FEF5DXPvAibaEXe8WdGcsQTF3yAkfM+A4rrJk,THPT,25,,,
51F5CC70XPvAibaEXe8WdGcsQTF3yJIdZH0CWn7t,THPT,28.5,,,
414CD0CDXPvAibaEXe8WdGcsQTF3yIf1jfCxonbD,THPT,30.5,,,
7075BE69XPvAibaEXe8WdGcsQTF3yHQhmzrDl1Yc,THPT,27.5,,,
DC568C24XPvAibaEXe8WdGcsQTF3yCy04j7JaMTM,THPT,25.5,,,
2D57A854XPvAibaEXe8WdGcsQTF3yDJk01mdVJzW,THPT,29,,,
3B527F18XPvAibaEXe8WdGcsQTF3yDY1AULs3U1x,THPT,26,,,
FDCA1F81XPvAibaEXe+xw+0gOjOR0FlMrNx/+TZG,THPT,31.5,,,
231393B0XPvAibaEXe+xw+0gOjOR0PK5J6OAawo7,THPT,26.5,,,
44A0CC40XPvAibaEXe+xw+0gOjOR0N++o8KbRpYq,THPT,30,,,
AABCA0E0XPvAibaEXe+xw+0gOjOR0BD2ghb/Cj1M,THPT,29.5,,,
118F3451XPvAibaEXe+xw+0gOjOR0LX1Iih/kDxx,THPT,28,,,
6E1EC6E3XPvAibaEXe+xw+0gOjOR0ArvNOutmoXN,THPT,27,,,
7F4471C9XPvAibaEXe+xw+0gOjOR0I3+TenBaTT4,THPT,27.5,,,
AAF7F152XPvAibaEXe/baiw3K4HkFzl+Wq31fVGa,THPT,28.5,,,
